name,amenity,lat,lon,district,phone,beds
Shamoly Eye Hospital,hospital,23.7736377,90.3620238,,,
Dhaka Central International Medical College & Hospital,hospital,23.7736172,90.3615435,,,
250 bedded Tuberculosis Hospital,hospital,23.77419,90.3681746,,+880 19 699 10200,
Dhaka Shushu (Children) Hospital,hospital,23.7731471,90.3684336,,,
National Institute Of Traumtology & Orthopedic Rehabilitation,hospital,23.7736685,90.3695731,,,
The ENT And Head-Neck Cancer Hospital And Institute,hospital,23.776005,90.3686927,,,
National Institute of Neurosciences & Hospital,hospital,23.7761556,90.3710228,,,
National Institute of Kidney Diseases & Urology,hospital,23.7715607,90.3686505,,,
National Institute of Mental Health and Hospital,hospital,23.7723046,90.3683022,,,
National medical Institute of Cardiovascular Diseases &Hospital,hospital,23.7704767,90.3692776,,,
Shahid Sohrawardy Medical College and Hospital,hospital,23.7691814,90.3713444,,,
National Center For Prevention Of Rheumatic Heart Diseases,hospital,23.7683618,90.370751,,,
Care Medical College Hospital Ltd,hospital,23.7688984,90.3686892,,,
Mother Care Hospital (Pvt) Ltd.,hospital,23.7569355,90.3746152,,,
Sopna Pharmacy,hospital,23.7582144,90.3669855,,,
Dhaka General Hospital,hospital,23.7675674,90.3673494,,,
Mononiramoy,hospital,23.7681233,90.3668804,,,
Al Markajul Islami Hospital,hospital,23.7708738,90.3666821,,,
Center For Kidney Disease & Urology Hospital,hospital,23.7770792,90.3648574,,,
Rahman Hospitals Private Limited,hospital,26.1350283,91.8095034,,,
Gomati District Hospital,hospital,23.5545804,91.4556831,Gomati,,
Unknown,hospital,23.7177972,90.4160213,,,
Kanchanpur Sub-divisional Hospital,hospital,24.0396985,92.1985665,North,,
Manubazar Rural Hospital,hospital,23.0668626,91.6445223,South,,
Rajib Gandhi Memorial Hospital,hospital,24.3180247,92.0025198,Unakoti,,
Tripura Sundari Sub divisional Hospital,hospital,23.5363433,91.4974934,Gomati,,
Belonia Sub-divisional Hospital,hospital,23.2505139,91.4676967,South,,
Mahanam Seva Sadan,hospital,24.3900466,92.160176,North Tripura,,
Agartala Hospital And Research Centre,hospital,23.8303051,91.2784789,West Tripura,,
"Bishalghar S.D. Hospital, West Tripura",hospital,23.6828067,91.2794593,South Tripura,,
Amarpur Sub divisional Hospital,hospital,23.5166478,91.6502009,Gomati,,
Dharmanagar Sub-divisional Hospital,hospital,24.3903666,92.1590334,North,,
Chailengta Sub Divisional Hospital,hospital,23.9511506,92.0077421,Dhalai,,
"Bimal Sinha Memorial S.D. Hospital, Dhalai",hospital,24.1973668,91.8280891,Dhalai,,
Khowai District Hospital,hospital,24.0715915,91.6025823,Khowai,,
"Govinda Ballav Panth Hospital, West Tripura",hospital,23.8596535,91.2916915,West Tripura,,
Devlok Hospital,hospital,23.8410733,91.282737,West Tripura,,
"Cancer Hospital,West Tripura",hospital,23.8608346,91.294603,West Tripura,,
Agartala Govt Medical College and GBP Hospital,hospital,23.8602986,91.2928221,West,,
R.P. Chest Hospital,hospital,25.5771305,91.8662676,East Khasi Hills,,
Ahammed Pharma,hospital,23.7590272,90.3647402,,,
Nagar Sastho Kendro,hospital,23.7607539,90.3632972,,,
Tura Civil Hospital(DH),hospital,25.5147491,90.2037942,West Garo Hills,,
Dr. H. Gordon Robert Hospital (Khasi-Jaintia Presbyterian),hospital,25.584894,91.8751504,East Khasi Hills,,
"Nazareth Hospital, Kolasib",hospital,24.2334996,92.6740779,Kolasib,,
"District Hospital,Kolasib",hospital,24.2314023,92.6766193,Kolasib,,
"PHC, Rawpuichhip",hospital,23.7841698,92.5601256,Mamit,,
"District Hospital, Mamit",hospital,23.909285,92.4947387,Mamit,,
Chilarai Hospital & Research Centre,hospital,26.4656509,90.5629715,Bongaigaon,,
Lower Assam Hospital And Research Centre,hospital,26.4929099,90.5515413,Bongaigaon,,
Swagat Hospital And Research Centre,hospital,26.4830828,90.5529092,Bongaigaon,,
S.M. Hospital and Diagnostic Centre,hospital,26.4894843,90.5510893,Bongaigaon,,
"R.N.B. Civil Hospital, Gossaigaon",hospital,26.4530899,89.9763791,Kokrajhar,,
Nongstoin District Hospital,hospital,25.5195842,91.2681726,West Khasi Hills,,
Tolaram Bafna Kamrup District Civil Hospital,hospital,26.2074223,91.6771799,Kamrup,,
Aruna Memorial Hospital,hospital,26.1658526,91.7691153,Kamrup,,
Dr Bhubaneswar Borooah Cancer Institue,hospital,26.1653519,91.7470568,Kamrup,,
Nightingale Hospital,hospital,26.1504675,91.7821106,Kamrup,,
"Hayat Hospital, Kamrup",hospital,26.1390895,91.7463206,Kamrup,,
Solace Hospital and Research Centre,hospital,26.1646874,90.6248474,Goalpara,,
Seven Sisters Hospital & Research Centre,hospital,26.1508208,90.6181942,Goalpara,,
Dr. Dhani Ram Baruah Heart Institute and Research Centre,hospital,26.1254312,91.9388831,Kamrup,,
"Sun Valley Hospital, Guwahati",hospital,26.1382811,91.8010202,Kamrup,,
North East Cancer Hospital And Research Institute,hospital,26.1007508,91.8699154,Kamrup,,
Arya Hospital (A Unit Of North Eastern Medical Research Institute Ltd),hospital,26.1746258,91.7525876,Kamrup,,
Pratiksha Hospitals,hospital,26.158658,91.8118054,Kamrup,,
"Civil Hospital, Dhubri",hospital,26.035426,89.9644138,Dhubri,,
Agile Hospitals Pvt Ltd,hospital,26.1221319,91.8062693,Kamrup,,
Satribari Christian Hospital,hospital,26.1769282,91.7465553,Kamrup,,
Guwahati Netralaya Eye Hospital,hospital,26.1714995,91.7376155,Kamrup,,
"KGMT Multispeciality Hospital, Hatigarh",hospital,26.1719851,91.7814441,Kamrup Metropolitan,,
Guwahati Eye Hospital,hospital,26.1717757,91.7608166,Kamrup,,
Wintrobe Hospital,hospital,26.1854972,91.7560047,Kamrup,,
Institute Of Human Reproduction,hospital,26.1669226,91.7312439,Kamrup,,
Marwari Hospital and Research Centre,hospital,26.1721356,91.7404117,Kamrup,,
Midland Hospital,hospital,26.1617305,91.7798576,Kamrup,,
City Heart Hospital,hospital,26.1724967,91.7714274,Kamrup,,
Dispur Hospitals Pvt Ltd,hospital,26.1496128,91.7867147,Kamrup,,
Gnrc Six-mile Hospital,hospital,26.1311817,91.8079403,Kamrup,,
G N R C Heart Institute,hospital,26.1389733,91.7943965,Kamrup,,
Nemcare Hospital,hospital,26.1634946,91.7683697,Kamrup,,
Down Town Hospital Ltd.,hospital,26.1392003,91.7994256,Kamrup,,
Gauripur Hospital,hospital,26.075063,89.9629453,Dhubri,,
"Florence Hospital, Goalpara",hospital,26.1698607,90.623914,Goalpara,,
Sanjivani Hospital And Rcs Ltd,hospital,26.3254496,90.9986253,Barpeta,,
Alimabad Union Health Complex,hospital,23.005891,90.3333886,,,
Bangladesh Eye Hospital,hospital,23.7517112,90.3673685,,,
IBN SINA HOSPITAL,hospital,23.7515285,90.3689752,,,
Bangladesh ENT Hospital,hospital,23.7554874,90.3759965,,,
Supercare Hospital,hospital,25.5608599,91.911378,East Khasi Hills,,
The Children's Hospital,hospital,25.5658671,91.9112432,East Khasi Hills,,
Lab Aid Hospital Limited,hospital,23.7537554,90.4152783,,,
ICDDRB Tuberculosis Screening and Treatment Centre,hospital,23.7579478,90.4173443,,,
Subham Hospital,hospital,26.3180858,89.4537762,Cooch Behar,,
Tongibari upazila health complex,hospital,23.5123019,90.4674835,Munshiganj,,
Micro Phaco Surgery Centre,hospital,22.5572974,88.3723557,Kolkata,,
Bhabani Nursing Home and Diagnostic Clinic,hospital,23.176782,88.5656098,Nadia,,
Red Plus Society Nursing Home,hospital,22.4831664,88.3850406,Kolkata,,
Remedy Hospital (Unit Of Remedy Medical Services Pvt Ltd),hospital,22.4652784,88.3898123,South 24 Parganas,,
Re - Life Hospital,hospital,22.6845585,88.3544138,Hooghly,,
New Town Nursing Home And Diagnostic Co (P) Ltd,hospital,22.6149976,88.4321695,Kolkata,,
The May Fair Hospital,hospital,22.624456,88.3785443,Kolkata,,
Ranaghat Lions Eye Care Centre,hospital,23.1753427,88.5631481,Nadia,,
Rameswara Nursing Home Pvt Ltd,hospital,22.5900155,88.3929551,Kolkata,,
Medica Cancer Hospital (A Unit Of North Bengal Oncology Centre Pvt Ltd ) - Darjeeling,hospital,26.6633925,88.3664341,Darjeeling,,
Jangipara Rural Hospital,hospital,22.7415728,88.0515924,Hooghly,,
Bhagirathi Neotia Woman And Child Care Centre,hospital,22.5474203,88.3592599,Kolkata,,
Rama Krishna Mission Seva Pratisthan,hospital,22.5234205,88.3519824,Kolkata,,
Ramakrishma Sarada Mission Matri Bhavan/Matri Bhavan Hospital,hospital,22.5137804,88.34363,Kolkata,,
Ramel Health Destination (A Unit Of Ramel Pharma Ltd),hospital,23.8040361,88.5342278,Nadia,,
Probal Eye Institute,hospital,22.5198434,88.3474602,Kolkata,,
R.M.Eye Foundation,hospital,22.894594,88.3972574,Hooghly,,
Rabindra Nath Thakur Diagnostic And Medical Care Centre,hospital,24.096004,88.260735,Murshidabad,,
Punarjyoti Eye Care,hospital,22.7264738,88.3792772,North 24 Parganas,,
Gulabi Raj Shyamlal Memorial Rotary Eye Hospital,hospital,22.4863466,88.1890865,South 24 Parganas,,
Priyamvada Birla Aravind Eye Hospital,hospital,22.5424238,88.3554102,Kolkata,03322894343,
Haldia Seva Sadan,hospital,22.0664967,88.0769366,Medinipur East,,
Harvard Medicare And Research Institute (P) Ltd.,hospital,22.542529,88.3651547,Kolkata,,
Islampur Health Point Nursing Home,hospital,26.2595062,88.1859845,Dinajpur Uttar,,
Life Line Diagnostic Centre And Nursing Home,hospital,22.5477696,88.3542247,Kolkata,,
People Meditreat Pvt Ltd,hospital,22.58174,88.3232278,Howrah,,
Phoenix Hospital And Diagnostic Centre Pvt Ltd,hospital,22.6468547,88.4322274,Kolkata,,
Dr Pinaki Ranjan Ray Eye Foundation,hospital,25.0074639,88.1376857,Malda,,
Swastik Seva Sadan,hospital,22.5347322,88.3743808,Kolkata,,
Panihati State General Hospital,hospital,22.6929042,88.3980869,North 24 Parganas,,
CPC,hospital,23.840309,90.3571635,,,
The Orthopaedic And Fracture Clinic,hospital,22.5403082,88.3550012,Kolkata,,
Udichi ENT and Head Neck Center,hospital,22.6013091,88.4075772,Kolkata,,
Unipon Hospital and Medical Sciences Pvt.Ltd -Kolkata,hospital,22.5440241,88.2696868,Kolkata,,
Dr Nihar Munshi Eye Foundation,hospital,22.5240061,88.3606586,Kolkata,,
Uttarpara State General Hospital,hospital,22.663208,88.3435006,Hooghly,,
DM Hospitals Pvt. Ltd,hospital,22.4660881,88.3105063,Kolkata,,
Shradha Health Care Pvt. Ltd,hospital,22.5086023,88.3380973,Kolkata,,
"Vasan Eye Care Hospital, Sodepur",hospital,22.6997425,88.3752036,North 24 Parganas,,
Maa Karunamayee Nursing Home,hospital,22.1870672,88.189639,South 24 Parganas,,
Maa Sarada Nursing Home,hospital,22.6349407,88.4386834,Kolkata,,
Maa Anowara General Hospital,hospital,22.5014708,88.6120856,South 24 Parganas,,
Nightingale Hospital,hospital,22.546022,88.3515425,Kolkata,03335005949,
M/S Shyama Seva Sadan Nursing Home,hospital,23.9314165,88.2586268,Murshidabad,,
N G Medicare And Calcutta Hope Infertility Clinic,hospital,22.5187786,88.3591291,Kolkata,,
Nilima Matri Sadan,hospital,22.6568859,88.3463068,Hooghly,,
Eco Hospital and Diagnostics,hospital,22.7239238,88.4926146,North 24 Parganas,,
Elite Eyecare and Microsurgery Centre,hospital,22.9686609,88.4661426,Nadia,,
Eskag Sanjeevani Hospital,hospital,22.6040075,88.3678195,Kolkata,,
EMLC Eye Microsurgery and Laser Centre,hospital,22.9131363,88.3968477,Hooghly,,
Eyeland Microsurgery Centre,hospital,22.7588628,88.373035,North 24 Parganas,,
Eye Foundation And Research Centre,hospital,22.5807877,88.3880956,Kolkata,,
Asit Kumar Dey Memorial Crossland Diagnostic Centre,hospital,22.7514247,88.3360028,Hooghly,,
Fortis Healthcare,hospital,22.5181685,88.3559132,Kolkata,,
Farsight Eye Research Centre,hospital,22.539975,88.3618898,Kolkata,,
Five Point Micro Surgery Centre Pvt Ltd,hospital,22.5997713,88.3744177,Kolkata,,
Implant House Laser and Diagnostic Centre,hospital,22.5395258,88.3621646,Kolkata,,
Vivekananda Eye Care Centre,hospital,22.5629144,88.3950521,Kolkata,,
Fulia Eye Care,hospital,23.2499108,88.4331936,Nadia,,
Bharat Sevashram Sangha Hospital,hospital,22.4398748,88.293448,South 24 Parganas,,
Astha Seva Sadan,hospital,26.1164483,89.4666132,Cooch Behar,,
Aurobindo Netralaya,hospital,22.5810552,88.3656241,Kolkata,,
"Gamma Centauri Health Care P Ltd.,",hospital,22.5446657,88.3551662,Kolkata,,
Salt Lake Eye Foundation,hospital,22.5726216,88.4090735,Kolkata,,
Sanjeevani Health and Lifestyle Pvt Ltd,hospital,22.5814378,88.4606239,Kolkata,,
Sanjiban Hospital,hospital,22.4806192,88.1149891,Howrah,,
Sankara Jyoti Eye Institute,hospital,22.7172073,88.3695991,Kolkata,,
Santi Laparoscopy and Fertility Centre,hospital,23.4046024,88.4965521,Nadia,,
Saroj Gupta Cancer Centre And Research Institute,hospital,22.4592477,88.3197114,Kolkata,,
Sarada Seva Sadan,hospital,22.7668367,88.3834232,North 24 Parganas,,
Searight Hospital and Welfare Society,hospital,22.4370275,88.2779373,South 24 Parganas,,
Seba Hospital,hospital,22.5911184,88.4111023,Kolkata,,
Second Sight Southend Eye Hospital,hospital,22.3705576,88.4078622,South 24 Parganas,,
Mary Immaculate Hospital,hospital,23.3993815,88.4831022,Nadia,,
Anjali Aragya Niketan - Rsby,hospital,23.4064243,88.4930253,Nadia,,
Belur Sramajibi Swasthya Prakalpa Samity,hospital,22.5782195,88.3304657,Howrah,,
Krishnagar Lions Club,hospital,23.4095857,88.4907317,Nadia,,
"Kalpana Maternity and Nursing Home, South 24 Parganas",hospital,22.4390827,88.4364411,South 24 Parganas,,
Kamala Ray Hospital,hospital,22.6835179,88.3546673,Hooghly,,
Parkland Maternity And Nursing Home,hospital,24.6237601,88.0127485,Murshidabad,,
Noor Eye Care,hospital,22.8647739,88.3932104,North 24 Parganas,,
Bhadreswar Municipal Hospital,hospital,22.8310988,88.3570138,Hooghly,,
Institute Of Child Health,hospital,22.5386694,88.3723074,Kolkata,,
Zenith Super Specialist Hospital,hospital,22.6630636,88.3780661,Kolkata,,
B.N Basu Memorial Clinic Appolo Nursing Home,hospital,22.5165078,88.3530888,Kolkata,,
Dishari Health Point Pvt Ltd,hospital,24.9958139,88.1443837,Malda,,
Swadesh Basu Hospital,hospital,22.4580615,88.3063807,Kolkata,,
Angel Maternity and Nursing Home,hospital,22.5567342,88.3613316,Kolkata,,
Arogya Niketan Pvt. Ltd,hospital,22.6652046,88.341272,Hooghly,,
Infirmary Orthopaedic Centre and Nursing Home,hospital,22.5136699,88.3483134,Kolkata,,
"RG Stone Urology And Laparoscopy Hospital, Kolkata",hospital,22.5058109,88.3674172,Kolkata,,
Islamia Medical Institute,hospital,22.5427124,88.3664475,Kolkata,,
Islamia Hospital,hospital,22.5447604,88.3708055,Kolkata,,
A.H.IVF and Infertility Research Centre [P] Ltd,hospital,22.504121,88.3974566,Kolkata,,
Implant's Better Sight Centre Pvt Ltd,hospital,22.5373304,88.3641677,Kolkata,,
Nripen Mitra and Sovana Mitra Seva Samity Eye Hospital,hospital,26.5265476,89.1951816,Jalpaiguri,,
Antara Psychiatric Centre,hospital,22.3899049,88.4209541,South 24 Parganas,(+91) 033 2437 8484 / 0593 / 0439,
Dristi Eye Foundation,hospital,22.5816657,88.3197241,Howrah,,
Deshari Complete Eye Care,hospital,22.527795,88.3684555,Kolkata,,
Shahid Khudiram Bose Hospital,hospital,22.6631818,88.3771062,Kolkata,8100 033 033,
B.K.Dutt Memorial Medical Centre,hospital,22.5188765,88.3717764,Kolkata,,
Howrah Lions Hospital,hospital,22.5812075,88.3337856,Howrah,,
Howrah Lions Hospital-Jaduberia,hospital,22.4822995,88.0933182,Howrah,,
Balurghat Poura Hospital And Matri Sadan,hospital,25.2290565,88.7731057,Dinajpur Dakshin,,
Sister Nibedita Hospital,hospital,22.4691289,88.0938634,Howrah,,
Health Point Hospitals,hospital,22.5310898,88.3532457,Hooghly,91 629 220 6008,
New Panacea Hospital,hospital,22.7659536,88.4025919,North 24 Parganas,,
Dr. Guha's Maternity And Diagnostic Centre,hospital,26.2679261,88.195099,Dinajpur Uttar,,
Poorva Eye Care,hospital,22.5682569,88.3918507,Kolkata,,
Payradanga Eye Care Center,hospital,23.1289573,88.5463124,Nadia,,
Siddhi Multi Speciality Ayurveda Hospital and Research Institute,hospital,22.5031868,88.3414158,Kolkata,,
SilverLine Eye Hospital,hospital,22.5029093,88.3610965,Kolkata,,
Spandan Hospital,hospital,22.6205424,88.4329529,Kolkata,,
Spectra Eye Foundation,hospital,22.693581,88.4664792,North 24 Parganas,,
Sri Aurobindo Seva Kendra (EEDF),hospital,22.5032339,88.3644935,Kolkata,,
Sri Guru Sangha Chikitsalaya,hospital,23.412404,88.3764026,Nadia,,
Srijoni Healing Home,hospital,22.566876,88.3931999,Kolkata,,
Sri Lakshmi Narayana Trust Maternity Home and Hospital,hospital,22.5353788,88.3518905,Kolkata,,
SMI Pvt Ltd,hospital,22.562627,88.3187538,Howrah,,
Smt. Sarla Pahwa Memorial Eye Centre,hospital,22.5697343,88.3257383,Howrah,,
Shree Vishudhanand Hospital and Research Institute,hospital,22.5819362,88.355944,Kolkata,033 40233030,
Alpha Medical Services Pvt. Ltd.,hospital,22.5925889,88.3421754,Howrah,,
Sevangan Medical Complex,hospital,22.4674584,88.3739229,Kolkata,,
Sevatirtham Nursing Home,hospital,22.364906,88.4318921,South 24 Parganas,,
Shiny Swadha Eye Care,hospital,22.596013,88.341794,Howrah,,
Shree Jain Hospital And Research Centre,hospital,22.5714259,88.3297522,Howrah,,
Dakshinee Eye Foundation,hospital,22.4814755,88.3756904,Kolkata,,
D.B. Eye Foundation,hospital,22.5738494,88.328214,Kolkata,,
Complete Care,hospital,22.5152875,88.3574648,Kolkata,,
LAB-O-AID,hospital,22.6558773,88.3595957,Kolkata,,
Alokon Eye Care Pvt. Ltd.,hospital,22.6065947,88.4038757,Kolkata,919830020686 / 033 25210707,
Mohanananda Brahmachari Sishu Seva Pratisthan,hospital,22.5016929,88.3210942,Kolkata,,
Critical and Trauma Care Hospital,hospital,22.6235465,88.374517,Kolkata,,
Debipur Netralaya Pvt Ltd,hospital,23.1693397,88.0979222,Bardhaman,,
Netaji Subhash Chandra Bose Cancer Reasearch Inst,hospital,22.4800554,88.4076208,Kolkata,,
Debdoot Sevayan,hospital,22.5079159,88.3439103,Kolkata,,
Duttapukur Seva Sadan and Maternity Home,hospital,22.7654344,88.5543886,North 24 Parganas,,
Bellona Nursing Home And Diagnostic Centre,hospital,22.5296568,88.3262127,Kolkata,,
Baranagar State General Hospital,hospital,22.6385309,88.3803762,North 24 Parganas,,
Chokher Aloy,hospital,22.5768741,88.301756,Howrah,,
Dr. Mina Majumder Seva Mandir Pvt. Ltd,hospital,22.5041947,88.3708222,Kolkata,,
Navjeevan Hospital and Rural Health Care Centre,hospital,26.616709,88.3128103,Bhalamanashi,,
Chandannagore (S D ) Hospital,hospital,22.8692195,88.3725494,Hooghly,,
Jyotirmoyee Arogya Bhawan,hospital,22.7633089,88.1694069,Hooghly,,
Disha Eye Care,hospital,22.578847,88.2555755,Howrah,,
Asmii Eye Foundation,hospital,22.6626932,88.4085602,North 24 Parganas,,
Nemesis Eye Centre,hospital,22.5185965,88.3545157,Kolkata,,
Mother Teresa (Memorial) Care Home,hospital,22.7509403,88.3716105,North 24 Parganas,,
Nayandeep Eye Care,hospital,22.6603165,88.364857,Kolkata,,
Dum Dum Eye Microsurgery Centre,hospital,22.6300129,88.3853162,Kolkata,,
Gandhi Memorial Hospital,hospital,22.9664691,88.4727804,Nadia,,
Bangur Medicare Research Institute,hospital,22.4573942,88.3045549,Kolkata,,
RSV Hospital,hospital,22.5030685,88.3447391,Kolkata,,
Amrapali Medical Center and Nursing Home Pvt Ltd,hospital,22.5137686,88.3922598,Kolkata,,
All Asia Medical Institute,hospital,22.524196,88.3617255,Kolkata,,
"Lions Eye Hospital,Alipurduar",hospital,26.4811994,89.5279728,Jalpaiguri,,
Diamond Eye And Health Care Society,hospital,23.0756652,88.2811117,Hooghly,,
Dhakuria Sree Ramkrishna Sebasram,hospital,22.5111409,88.3732912,Kolkata,,
Dewan Medicare And Nursing Home,hospital,22.7121661,88.3733891,North 24 Parganas,,
Kolkata Port Trust Centenary Hospital,hospital,22.5177264,88.3214565,Kolkata,(91-33) 2230-3451,
Kabiruddin Smrity Maternity and Nursing Home,hospital,23.6844243,88.3041116,Nadia,,
Jitendra Narayan Ray Hospital,hospital,22.5832265,88.3762866,Kolkata,,
Mood,hospital,22.5223254,88.3711521,Kolkata,,
Apex Institute Of Medical Sciences,hospital,22.4848844,88.3904962,Kolkata,,
Arogya Maternity and Nursing Home,hospital,22.5026069,88.3387953,Kolkata,,
Arunodaya Health Care Pvt Ltd,hospital,22.6816921,88.2812545,Hooghly,,
Asharam Bhiwaniwala Hospital,hospital,22.5866107,88.3539256,Kolkata,,
N H Narayana Multispeciality Hospital,hospital,22.5673073,88.2704237,Howrah,,
Kolkata Heart Foundation,hospital,22.5366525,88.343991,Kolkata,,
Calcutta Heart Research Center,hospital,22.5233166,88.3525617,Kolkata,,
Disha Eye Hospital Barrackpore,hospital,22.7638138,88.3694452,North 24 Parganas,(033) 6460-6560,
Netra Kiran Eye Hospital,hospital,22.757605,88.3390552,Hooghly,,
Binayak Imaging And Diagnostic Pvt Ltd,hospital,22.6302583,88.3847892,Kolkata,,
Matrisadan Nursing Home,hospital,22.5686798,88.9163815,North 24 Parganas,,
Amulya Jyoti Eye Foundation,hospital,22.5207604,88.3524887,Kolkata,,
"Anandalok Hospital, Salt Lake City",hospital,22.5847892,88.4231722,Kolkata,,
Anjali Eye Center,hospital,22.5919035,88.3418547,Howrah,,
Anupama Eye Care,hospital,22.7014415,88.3863088,North 24 Parganas,,
Sunayan Eye Care and Surgery,hospital,22.8889377,88.3795381,Hooghly,,
Paramananda Mission Health Centre,hospital,23.2770342,88.0725735,Bardhaman,,
Micro Surgery Day Centre,hospital,22.5252905,88.363941,Kolkata,,
Mitra Snagh Hospital,hospital,22.5837064,88.3606895,Howrah,,
Vivekananda Seva Sadan,hospital,22.9173733,88.1185236,Hooghly,,
Namita Biswas Memorial Eye Hospital,hospital,22.465116,88.404779,South 24 Parganas,,
Joylakshmi Nursing Home,hospital,26.3256119,89.4544266,Cooch Behar,,
Namita Maternity and Nursing Home,hospital,22.8229113,88.3696293,North 24 Parganas,,
Mandelia Maternity and Nursing Home,hospital,22.5641763,88.321133,Howrah,,
Palm Springs,hospital,22.5200298,88.3480369,Kolkata,,
GD Hospital and Diabetes Institute,hospital,22.5622368,88.3622351,Kolkata,,
Sunetra Eye and Family Care Centre,hospital,22.4873268,88.3934359,Kolkata,,
Matri Mangal Pratishthan,hospital,22.5842853,88.3581018,Kolkata,,
Nazirpur Dr. B.R. Ambedkar Eye and General Health Relief Centre,hospital,23.8629313,88.5386078,Nadia,,
East End Nursing Home,hospital,22.5410414,88.3618113,Kolkata,,
Sunview Nursing Home,hospital,23.4041132,88.4929901,Nadia,,
BRWS Hospital,hospital,22.4712333,88.3776719,Kolkata,,
Good Samaritan Hospital,hospital,22.5392157,88.3705661,Kolkata,,
Basanti Seva Kendra,hospital,25.2347615,88.7749037,Dinajpur Dakshin,,
Netram Eye Hospital,hospital,22.6447076,88.4624897,Kolkata,,
Chikitsha Maternity and Nursing Home,hospital,22.2117627,88.184053,Diamond Harbour,,
Medilink Health Care Diagnostic Centre Pvt. Ltd.,hospital,22.602305,88.3704156,Kolkata,,
Dishari (Esopd and Maternity Home),hospital,22.8693989,88.3503848,Hooghly,,
"The Medicure, Kolkata",hospital,22.5213682,88.3710073,Kolkata,,
Rog Mookti,hospital,22.7145292,88.4662245,Kolkata,,
S.C. Bagchi Arogya Sadan Pvt.Ltd.,hospital,22.5858477,88.3035014,Howrah,,
Care and Cure Hospital,hospital,22.7238798,88.4738003,Howrah,,
Marina Nursing Home,hospital,26.1341867,89.4616488,Cooch Behar,,
Mission Of Mercy Hospital And Research Centre,hospital,22.5478931,88.3602614,Kolkata,+91 983 600 8484,
New Barrackpur Nursing Home Nursing home,hospital,22.6854271,88.4438688,North 24 Parganas,,
The Leprosy Mission Permananda Memorial Leprosy Ho,hospital,22.5833714,88.3748181,Kolkata,,
Netrajyoti Eye Hospital,hospital,23.1671175,88.5634485,Nadia,,
Baghajatin State General Hospital,hospital,22.4830661,88.3749845,Kolkata,,
Tulsiram Lakshmi Devi Jaiswal Hospital,hospital,22.6146749,88.3461867,Howrah,,
Goodwill Welfare Association Seva Sadan,hospital,22.7289719,88.3855777,Kolkata,,
New Matri Seva Sadan,hospital,22.7660556,88.2583626,Hooghly,,
Kasturi Medical Centre Pvt Ltd,hospital,22.4556049,88.3046014,South 24 Parganas,,
Dr.Sarkar Day Eye Care,hospital,22.7240642,88.4743533,North 24 Parganas,,
Bhattacharya Orthopaedics and Related Research Centre Pvt Ltd,hospital,22.6395434,88.4656236,Kolkata,,
"Sterling Hospital, Kolkata",hospital,22.5999558,88.3677826,Kolkata,033 2530 1313,
Calcutta Institute Of Maxill Ofacial Surgery and R,hospital,22.5151731,88.3904963,North 24 Parganas,+91 - 9830080174;03324412366;03340614227,
Kakdwip Maternity and Nursing Home,hospital,21.8677015,88.1864128,South 24 Parganas,,
Netaji Eye Hospital,hospital,22.4849865,88.28518,Kolkata,,
Care Concern Hospital Pvt. Ltd.,hospital,22.7511012,88.334133,Hooghly,,
B.M.R.C Hospital,hospital,22.7491506,88.3726158,North 24 Parganas,,
Astha Medical Services Pvt Ltd,hospital,22.6296661,88.3788457,Kolkata,,
TRA General Hospital - Kolkata,hospital,22.5395189,88.3710095,Kolkata,,
Netra Jyoti Eye Care Centre,hospital,22.6435005,88.3508914,Howrah,,
Lions Club Of Calcutta,hospital,22.5408036,88.3584841,Kolkata,,
Bose X-ray clinic and hospital,hospital,22.9705834,88.4643911,,,
Multi Care Hospital,hospital,22.9704982,88.4644937,Nadia,,
Vivekananda Hospital and Research Institute,hospital,22.5113168,88.3049056,Kolkata,,
Aditya Hospital,hospital,22.6156723,88.4118493,North 24 Parganas,,
BKG Malda Eye Hospital,hospital,24.9924847,88.1437779,Malda,,
Calcutta Lions Netra Niketan,hospital,22.4963257,88.358423,Kolkata,,
Dr. M. N. Chatterjee Memorial Eye Hospital,hospital,22.5781464,88.3741294,Kolkata,,
Netraloke Eye Hospital- Naihati,hospital,22.8877971,88.4287176,North 24 Parganas,,
Garia Eye Clinic and Micro Surgery Centre,hospital,22.4680074,88.379223,South 24 Parganas,,
Suburban Eye Microsurgery Centre,hospital,22.4726658,88.3072391,Kolkata,,
Avenue Nursing Home,hospital,22.620653,88.4297505,North 24 Parganas,,
Neha Eye Centre,hospital,22.7590561,88.3693065,North 24 Parganas,,
Nayan Jyoti Eye Care Centre,hospital,22.6236674,88.4067275,Kolkata,,
Orbis Eye and Dental Care Centre,hospital,22.6615726,88.384647,Kolkata,,
Calcutta Pay Clinic and Hospital Pvt Ltd,hospital,22.5404476,88.3698897,Kolkata,,
Netaji Sebayan Hospital,hospital,22.6833374,88.3784706,Kolkata,,
Ashuganj Upozila Hospital,hospital,24.0296206,91.0070997,,,
Disha Eye Hospital-Sheoraphuli,hospital,22.7710139,88.3291849,Hooghly,,
New Ambika Nursing Home,hospital,23.2165036,88.3524444,Bardhaman,,
Aditya Medical Park (A Unit Of Aditya Health Research Foundation Pvt. Ltd.) - Barsat,hospital,22.7090127,88.5410915,North 24 Parganas,,
